Symbol,Description,Acct Type,Qty,Last Price,Mkt Value,Chg ($|%),Total Chg $,$ Chg,% Chg,Total G/L $,$ G/L,% G/L,12 Month ROR,20 Day Volatility,52-Wk High,52-Wk High Date,52-Wk Low,52-Wk Low Date,Annual Dividend,Ask,Ask Exchange,Ask Size,Average Daily Volume (100),Average Daily Volume (22),Avg Unit Cost,Beta,Bid,Bid Exchange,Bid Size,Cur Qtr Est EPS,Cur Year Est EPS,Currency,CUSIP,Div Pay Date,Dividend Yield,Est Report Date,Growth 5 Year,High,Last 12 Month EPS,Last Dividend,Last Ex-Div Date,Low,Month Close Price,Moving Average (100),Moving Average (21),Moving Average (50),Moving Average (9),NAV,Next Ex-Div Date,% Below 52-Wk High,% Above 52-Wk Low,Next Qtr Est EPS,Next Year Est EPS,FRIP™,Open,Open Interest,P/E Ratio,Prev Close,Primary Exchange,Qtr Close Price,Time Traded,Volume,Week Close Price,Year Close Price,Alerts,Last Exchange,Company Name,S&P Capital IQ&reg; Ranking,Market Edge&reg; Opinion,Reuters&reg; Rating
WRB,BERKLEY W R CORP,Cash,250,$55.13,$13782.50,+1.19%,$162.50,$0.65,1.19,$3224.20,$12.8968,30.54%,+0.21,0.07,$55.23,7/6/2015,$44.30,7/31/2014,$0.48,$55.90,NASDAQ,3,610089,847114,$42.2332,0.68,$55.25,NYSE Arca,2,$0.831,$3.517,USD,084423102,7/1/2015,0.87 %,7/27/2015,$8.672,$55.23,3.61,$0.12,6/11/2015,$54.06,$51.93,$50.4355,$51.7038,$50.4716,$52.9644,--,9/11/2015,-0.18%,+24.45%,$0.879,$3.785,No,$54.06,0,15.98,$54.48,NYSE,$51.93,16:07:31,918028,$52.62,$51.26,0,NYSE,WR BERKLEY CORPORATION,--,Long,Positive (8)
